entity:sample_set_id	samples
pfc_pilot_batch	HCcFW_07_BA9-FC_21A,HCcHO_05_BA9-FC_21A,HCcLS_01_BA9-FC_21A,HCcOE_06_BA9-FC_21A,HCcOV_03_BA9-FC_21A,HCcPN_02_BA9-FC_21A,HccUD_10_BA9-FC_21A,HCcWK_12_BA9-FC_21A,HCtPA_16_BA9-FC_21A,HCCCX_PFC,HCCDE_PFC,NIH967_PFC,NIH1055_PFC
